,mass,radius,age
0,0.7999999454066832,12.000502675007294,2.2689494341630402e-06
1,0.7999999428465806,11.931059895388069,2.392302331027183e-06
2,0.7999999401883497,11.859384337713022,2.5224468314647436e-06
3,0.7999999374308294,11.785481527723125,2.6596934930226e-06
4,0.7999999345729644,11.709358367912044,2.804359852425108e-06
5,0.7999999316137435,11.631031108219403,2.9567196683774893e-06
6,0.7999999285533115,11.550604327425587,3.1170384086760928e-06
7,0.7999999253917877,11.468104017154179,3.2856499503766777e-06
8,0.7999999221103826,11.383110073434201,3.4644948281613732e-06
9,0.7999999187272999,11.296156937883964,3.652376693957677e-06
10,0.7999999152397693,11.207227370425377,3.849920690993825e-06
11,0.799999911631362,11.115946714346288,4.059143769251157e-06
12,0.7999999079214757,11.022869284990739,4.2785411596201294e-06
13,0.7999999040900098,10.92755715805882,4.5107898358671455e-06
14,0.7999999001550562,10.830531724549157,4.754458096980156e-06
15,0.7999998960984331,10.731433106234572,5.012264109128984e-06
16,0.7999998919324252,10.630569167487586,5.283405387232601e-06
17,0.7999998876561557,10.528041780991062,5.56857282381614e-06
18,0.7999998832591114,10.423658174656154,5.8700888980406424e-06
19,0.799999878751975,10.317747326447606,6.187381520635382e-06
20,0.7999998741342511,10.210369219230577,6.521470462205239e-06
21,0.7999998694058778,10.101573884699858,6.873373642555127e-06
22,0.7999998645651796,9.99136970929806,7.244215490238867e-06
23,0.7999998596143681,9.879927253538202,7.634840939458514e-06
24,0.7999998545550766,9.766984481827901,8.046379596351872e-06
25,0.7999998493889958,9.653355397290479,8.479944642706495e-06
26,0.7999998441179365,9.538431605953294,8.936623528169969e-06
27,0.7999998387438043,9.422996668347771,9.417604058826012e-06
28,0.7999998332676936,9.30650086312177,9.92407755942182e-06
29,0.7999998276917799,9.18935424731166,1.045717378241818e-05
30,0.7999998220115452,9.071562014157726,1.1019796358259185e-05
31,0.7999998162374504,8.953450155059015,1.1611727230611083e-05
32,0.7999998103714749,8.835048625434105,1.2234422621043074e-05
33,0.799999804411434,8.716288657935577,1.2891308758542561e-05
34,0.7999997983646387,8.597424327197194,1.3582335151574595e-05
35,0.7999997922263578,8.478586743258466,1.4310681829355737e-05
36,0.7999997860046912,8.359661471950329,1.5077149751094518e-05
37,0.7999997797010888,8.240947180089368,1.5884467310403412e-05
38,0.7999997733182271,8.122502156222918,1.673419613501929e-05
39,0.7999997668545975,8.004445759034095,1.76299692359311e-05
40,0.7999997603187635,7.88665563183459,1.857196176599351e-05
41,0.7999997537102397,7.769231625024358,1.9564446709936888e-05
42,0.7999997470305291,7.652348772012922,2.060980689067614e-05
43,0.7999997402853387,7.5363108778002506,2.170981616160195e-05
44,0.7999997334767526,7.420916828858274,2.2867460118469218e-05
45,0.7999997266054345,7.306257461363254,2.408748570080207e-05
46,0.7999997196729963,7.192475267919009,2.5372126403234034e-05
47,0.7999997126847731,7.079742116894171,2.6724159736176967e-05
48,0.7999997056412087,6.967830817751582,2.814774779450082e-05
49,0.799999698544198,6.856930034797784,2.9646521096321374e-05
50,0.7999996913978207,6.747223097489171,3.122418219767541e-05
